VIV_accession,1_Chordata,2_Mammalia,3_Primates,4_Hominidae,5_Homo,6_Homo sapiens
VIV_1923220,0,0,0,0,0,0
VIV_1923221,0,0,0,0,0,0
VIV_1923222,0,0,0,0,0,0
VIV_1923223,0,0,0,0,0,0
VIV_1923224,0,0,0,0,0,0
VIV_1923225,0,0,0,0,0,0
VIV_1923228,0,0,0,0,0,0
VIV_1923229,0,0,0,0,0,0
VIV_1923230,0,0,0,0,0,0
VIV_1923231,0,0,0,0,0,0
VIV_1923232,0,0,0,0,0,0
VIV_1923233,0,0,0,0,0,0
VIV_1923234,0,0,0,0,0,0
VIV_1923235,0,0,0,0,0,0
VIV_1923236,0,0,0,0,0,0
VIV_1923237,0,0,0,0,0,0
VIV_1923238,0,0,0,0,0,0
VIV_1923239,0,0,0,0,0,0
VIV_1923240,0,0,0,0,0,0
VIV_1923241,0,0,0,0,0,0
VIV_1923242,0,0,0,0,0,0
VIV_1923252,0,0,0,0,0,0
VIV_1923253,0,0,0,0,0,0
VIV_1923254,0,0,0,0,0,0
VIV_1923255,0,0,0,0,0,0
VIV_1923256,0,0,0,0,0,0
VIV_1923257,0,0,0,0,0,0
VIV_1923258,1,0,0,0,0,0
VIV_1923259,0,0,0,0,0,0
VIV_1923260,0,0,0,0,0,0
VIV_1923261,0,0,0,0,0,0
VIV_1923262,0,0,0,0,0,0
VIV_1923263,0,0,0,0,0,0
VIV_1923264,0,0,0,0,0,0
VIV_1923265,0,0,0,0,0,0
VIV_1923266,0,0,0,0,0,0
VIV_1923267,0,0,0,0,0,0
VIV_1923268,0,0,0,0,0,0
VIV_1923269,0,0,0,0,0,0
VIV_1923270,0,0,0,0,0,0
VIV_1923271,0,0,0,0,0,0
VIV_1923272,1,0,0,0,0,0
VIV_1923273,0,0,0,0,0,0
VIV_1923274,0,0,0,0,0,0
VIV_1923275,0,0,0,0,0,0
VIV_1923276,0,0,0,0,0,0
VIV_1923277,0,0,0,0,0,0
VIV_1923278,0,0,0,0,0,0
VIV_1923279,1,0,0,0,0,0
VIV_1923280,1,0,0,0,0,0
VIV_1923281,1,0,0,0,0,0
VIV_1923282,1,0,0,0,0,0
VIV_1923284,0,0,0,0,0,0
VIV_1923285,1,0,0,0,0,0
VIV_1923286,0,0,0,0,0,0
VIV_1923287,0,0,0,0,0,0
VIV_1923288,0,0,0,0,0,0
VIV_1923289,0,0,0,0,0,0
VIV_1923290,0,0,0,0,0,0
VIV_1923291,0,0,0,0,0,0
VIV_1923292,0,0,0,0,0,0
VIV_1923293,0,0,0,0,0,0
VIV_1923294,1,0,0,0,0,0
VIV_1923295,0,0,0,0,0,0
VIV_1923296,1,0,0,0,0,0
VIV_1923306,0,0,0,0,0,0
VIV_1923307,0,0,0,0,0,0
VIV_1923309,0,0,0,0,0,0
VIV_1923310,0,0,0,0,0,0
VIV_1923316,0,0,0,0,0,0
VIV_1923321,1,0,0,0,0,0
VIV_1923322,1,0,0,0,0,0
VIV_1923323,1,0,0,0,0,0
VIV_1923324,0,0,0,0,0,0
VIV_1923326,0,0,0,0,0,0
VIV_1923327,0,0,0,0,0,0
VIV_1923330,0,0,0,0,0,0
VIV_1923331,0,0,0,0,0,0
VIV_1923332,0,0,0,0,0,0
VIV_1923333,0,0,0,0,0,0
VIV_1923335,0,0,0,0,0,0
VIV_1923336,0,0,0,0,0,0
VIV_1923338,0,0,0,0,0,0
VIV_1923340,0,0,0,0,0,0
VIV_1923342,0,0,0,0,0,0
VIV_1923343,0,0,0,0,0,0
VIV_1923344,1,0,0,0,0,0
VIV_1923345,1,0,0,0,0,0
VIV_1923350,1,0,0,0,0,0
VIV_1923351,1,0,0,0,0,0
VIV_1923356,0,0,0,0,0,0
VIV_1923360,0,0,0,0,0,0
VIV_1923365,0,0,0,0,0,0
VIV_1923366,0,0,0,0,0,0
VIV_1923367,0,0,0,0,0,0
VIV_1923368,0,0,0,0,0,0
VIV_1923369,0,0,0,0,0,0
VIV_1923370,0,0,0,0,0,0
VIV_1923371,0,0,0,0,0,0
VIV_1923372,0,0,0,0,0,0
VIV_1923373,0,0,0,0,0,0
VIV_1923374,0,0,0,0,0,0
VIV_1923377,0,0,0,0,0,0
VIV_1923378,0,0,0,0,0,0
VIV_1923380,0,0,0,0,0,0
VIV_1923381,0,0,0,0,0,0
VIV_1923382,0,0,0,0,0,0
VIV_1923383,0,0,0,0,0,0
VIV_1923384,0,0,0,0,0,0
VIV_1923385,0,0,0,0,0,0
VIV_1923386,0,0,0,0,0,0
VIV_1923387,0,0,0,0,0,0
VIV_1923388,0,0,0,0,0,0
VIV_1923389,0,0,0,0,0,0
VIV_1923390,0,0,0,0,0,0
VIV_1923391,0,0,0,0,0,0
VIV_1923392,0,0,0,0,0,0
VIV_1923393,0,0,0,0,0,0
VIV_1923394,0,0,0,0,0,0
VIV_1923397,0,0,0,0,0,0
VIV_1923398,0,0,0,0,0,0
VIV_1923399,0,0,0,0,0,0
VIV_1923400,0,0,0,0,0,0
VIV_1923401,0,0,0,0,0,0
VIV_1923403,0,0,0,0,0,0
VIV_1923404,0,0,0,0,0,0
VIV_1923405,0,0,0,0,0,0
VIV_1923406,0,0,0,0,0,0
VIV_1923407,0,0,0,0,0,0
VIV_1923408,0,0,0,0,0,0
VIV_1923409,0,0,0,0,0,0
VIV_1923414,0,0,0,0,0,0
VIV_1923415,0,0,0,0,0,0
VIV_1923416,0,0,0,0,0,0
VIV_1923417,0,0,0,0,0,0
VIV_1923418,0,0,0,0,0,0
VIV_1923419,0,0,0,0,0,0
VIV_1923420,0,0,0,0,0,0
VIV_1923421,0,0,0,0,0,0
VIV_1923422,0,0,0,0,0,0
VIV_1923423,0,0,0,0,0,0
VIV_1923425,0,0,0,0,0,0
VIV_1923429,0,0,0,0,0,0
VIV_1923430,0,0,0,0,0,0
VIV_1923431,0,0,0,0,0,0
VIV_1923433,0,0,0,0,0,0
VIV_1923435,0,0,0,0,0,0
VIV_1923439,0,0,0,0,0,0
VIV_1923440,0,0,0,0,0,0
VIV_1923441,0,0,0,0,0,0
VIV_1923442,0,0,0,0,0,0
VIV_1923443,0,0,0,0,0,0
VIV_1923444,0,0,0,0,0,0
VIV_1923445,0,0,0,0,0,0
VIV_1923446,0,0,0,0,0,0
VIV_1923447,0,0,0,0,0,0
VIV_1923448,0,0,0,0,0,0
VIV_1923449,0,0,0,0,0,0
VIV_1923450,0,0,0,0,0,0
VIV_1923451,0,0,0,0,0,0
VIV_1923452,0,0,0,0,0,0
VIV_1923454,0,0,0,0,0,0
VIV_1923455,0,0,0,0,0,0
VIV_1923456,0,0,0,0,0,0
VIV_1923463,0,0,0,0,0,0
VIV_1923464,0,0,0,0,0,0
VIV_1923465,0,0,0,0,0,0
VIV_1923466,0,0,0,0,0,0
VIV_1923467,0,0,0,0,0,0
VIV_1923468,0,0,0,0,0,0
VIV_1923469,0,0,0,0,0,0
VIV_1923470,0,0,0,0,0,0
VIV_1923474,0,0,0,0,0,0
VIV_1923475,0,0,0,0,0,0
VIV_1923476,0,0,0,0,0,0
VIV_1923477,0,0,0,0,0,0
VIV_1923501,0,0,0,0,0,0
VIV_1923502,0,0,0,0,0,0
VIV_1923503,0,0,0,0,0,0
VIV_1923504,0,0,0,0,0,0
VIV_1923505,0,0,0,0,0,0
VIV_1923507,0,0,0,0,0,0
VIV_1923509,0,0,0,0,0,0
VIV_1923529,0,0,0,0,0,0
VIV_1923530,0,0,0,0,0,0
VIV_1923531,0,0,0,0,0,0
VIV_1923532,0,0,0,0,0,0
VIV_1923533,0,0,0,0,0,0
VIV_1923534,0,0,0,0,0,0
VIV_1923535,0,0,0,0,0,0
VIV_1923536,0,0,0,0,0,0
VIV_1923537,0,0,0,0,0,0
VIV_1923540,0,0,0,0,0,0
VIV_1923541,0,0,0,0,0,0
VIV_1923542,0,0,0,0,0,0
VIV_1923543,0,0,0,0,0,0
VIV_1923544,0,0,0,0,0,0
VIV_1923545,0,0,0,0,0,0
VIV_1923546,0,0,0,0,0,0
VIV_1923547,0,0,0,0,0,0
VIV_1923553,0,0,0,0,0,0
VIV_1923554,0,0,0,0,0,0
VIV_1923555,0,0,0,0,0,0
VIV_1923577,0,0,0,0,0,0
VIV_1923578,0,0,0,0,0,0
VIV_1923579,0,0,0,0,0,0
VIV_1923580,0,0,0,0,0,0
VIV_1923582,0,0,0,0,0,0
VIV_1923584,0,0,0,0,0,0
VIV_1923593,0,0,0,0,0,0
VIV_1923594,0,0,0,0,0,0
VIV_1923595,0,0,0,0,0,0
VIV_1923596,0,0,0,0,0,0
VIV_1923597,0,0,0,0,0,0
VIV_1923598,0,0,0,0,0,0
VIV_1923599,0,0,0,0,0,0
VIV_1923600,0,0,0,0,0,0
VIV_1923601,0,0,0,0,0,0
VIV_1923602,0,0,0,0,0,0
VIV_1923603,0,0,0,0,0,0
VIV_1923604,0,0,0,0,0,0
VIV_1923605,0,0,0,0,0,0
VIV_1923606,0,0,0,0,0,0
VIV_1923607,0,0,0,0,0,0
VIV_1923608,0,0,0,0,0,0
VIV_1923609,0,0,0,0,0,0
VIV_1923610,0,0,0,0,0,0
VIV_1923611,0,0,0,0,0,0
VIV_1923612,0,0,0,0,0,0
VIV_1923614,0,0,0,0,0,0
VIV_1923615,0,0,0,0,0,0
VIV_1923617,0,0,0,0,0,0
VIV_1923618,0,0,0,0,0,0
VIV_1923619,0,0,0,0,0,0
VIV_1923623,0,0,0,0,0,0
VIV_1923625,0,0,0,0,0,0
VIV_1923626,0,0,0,0,0,0
VIV_1923627,0,0,0,0,0,0
VIV_1923628,0,0,0,0,0,0
VIV_1923629,0,0,0,0,0,0
VIV_1923630,0,0,0,0,0,0
VIV_1923631,0,0,0,0,0,0
VIV_1923632,0,0,0,0,0,0
VIV_1923633,0,0,0,0,0,0
VIV_1923634,0,0,0,0,0,0
VIV_1923635,0,0,0,0,0,0
VIV_1923636,0,0,0,0,0,0
VIV_1923637,0,0,0,0,0,0
VIV_1923639,0,0,0,0,0,0
VIV_1923640,0,0,0,0,0,0
VIV_1923641,0,0,0,0,0,0
VIV_1923642,0,0,0,0,0,0
VIV_1923643,0,0,0,0,0,0
VIV_1923646,0,0,0,0,0,0
VIV_1923657,0,0,0,0,0,0
VIV_1923658,0,0,0,0,0,0
VIV_1923659,0,0,0,0,0,0
VIV_1923660,0,0,0,0,0,0
VIV_1923662,1,0,0,0,0,0
VIV_1923663,0,0,0,0,0,0
VIV_1923664,0,0,0,0,0,0
VIV_1923665,0,0,0,0,0,0
VIV_1923667,0,0,0,0,0,0
VIV_1923668,0,0,0,0,0,0
VIV_1923669,0,0,0,0,0,0
VIV_1923670,0,0,0,0,0,0
VIV_1923671,0,0,0,0,0,0
VIV_1923672,0,0,0,0,0,0
VIV_1923673,0,0,0,0,0,0
VIV_1923674,0,0,0,0,0,0
VIV_1923675,0,0,0,0,0,0
VIV_1923676,0,0,0,0,0,0
VIV_1923677,0,0,0,0,0,0
VIV_1923678,0,0,0,0,0,0
VIV_1923679,0,0,0,0,0,0
VIV_1923682,0,0,0,0,0,0
VIV_1923683,0,0,0,0,0,0
VIV_1923684,0,0,0,0,0,0
VIV_1923688,0,0,0,0,0,0
VIV_1923695,0,0,0,0,0,0
VIV_1923696,0,0,0,0,0,0
VIV_1923697,0,0,0,0,0,0
VIV_1923698,0,0,0,0,0,0
VIV_1923699,0,0,0,0,0,0
VIV_1923701,0,0,0,0,0,0
VIV_1923702,0,0,0,0,0,0
VIV_1923703,0,0,0,0,0,0
VIV_1923704,0,0,0,0,0,0
VIV_1923714,0,0,0,0,0,0
VIV_1923715,0,0,0,0,0,0
VIV_1923716,0,0,0,0,0,0
VIV_1923717,0,0,0,0,0,0
VIV_1923719,0,0,0,0,0,0
VIV_1923721,0,0,0,0,0,0
VIV_1923722,0,0,0,0,0,0
VIV_1923723,0,0,0,0,0,0
VIV_1923724,0,0,0,0,0,0
VIV_1923726,0,0,0,0,0,0
VIV_1923727,0,0,0,0,0,0
VIV_1923730,0,0,0,0,0,0
VIV_1923731,0,0,0,0,0,0
VIV_1923732,0,0,0,0,0,0
VIV_1923735,0,0,0,0,0,0
VIV_1923736,0,0,0,0,0,0
VIV_1923737,0,0,0,0,0,0
VIV_1923738,0,0,0,0,0,0
VIV_1923739,0,0,0,0,0,0
VIV_1923740,0,0,0,0,0,0
VIV_1923743,0,0,0,0,0,0
VIV_1923768,0,0,0,0,0,0
VIV_1923776,0,0,0,0,0,0
VIV_1923777,0,0,0,0,0,0
VIV_1923778,0,0,0,0,0,0
VIV_1923779,0,0,0,0,0,0
VIV_1923780,0,0,0,0,0,0
VIV_1923781,0,0,0,0,0,0
VIV_1923976,1,1,1,0,0,0
VIV_1924072,1,0,0,0,0,0
VIV_1925019,1,1,0,0,0,0
VIV_192584,0,0,0,0,0,0
VIV_1926498,1,1,0,0,0,0
VIV_1926500,1,1,1,0,0,0
VIV_1926501,0,0,0,0,0,0
VIV_1926502,1,1,1,0,0,0
VIV_1926633,0,0,0,0,0,0
VIV_1927813,1,1,1,0,0,0
VIV_1927814,1,1,1,0,0,0
VIV_1928005,1,1,1,0,0,0
VIV_192848,1,1,0,0,0,0
VIV_1929030,0,0,0,0,0,0
VIV_1929150,1,1,0,0,0,0
VIV_192971,1,1,1,1,1,1
VIV_1929964,1,1,0,0,0,0
VIV_1930298,1,0,0,0,0,0
VIV_1930302,1,0,0,0,0,0
VIV_1930304,1,0,0,0,0,0
VIV_1930506,1,0,0,0,0,0
VIV_1930507,1,1,0,0,0,0
VIV_1930508,1,1,0,0,0,0
VIV_1930509,1,1,1,1,1,1
VIV_1930510,1,1,0,0,0,0
VIV_1930825,0,0,0,0,0,0
VIV_1930920,0,0,0,0,0,0
VIV_1930921,0,0,0,0,0,0
VIV_1931095,0,0,0,0,0,0
VIV_1931369,0,0,0,0,0,0
VIV_1931370,0,0,0,0,0,0
VIV_1931371,0,0,0,0,0,0
VIV_1932006,1,0,0,0,0,0
VIV_1933272,1,1,0,0,0,0
VIV_1933298,0,0,0,0,0,0
VIV_1936269,0,0,0,0,0,0
VIV_1938656,1,0,0,0,0,0
VIV_1940555,1,1,0,0,0,0
VIV_1940570,1,1,0,0,0,0
VIV_1941233,0,0,0,0,0,0
VIV_1941234,0,0,0,0,0,0
VIV_1941237,0,0,0,0,0,0
VIV_1941239,0,0,0,0,0,0
VIV_194540,1,1,1,1,1,1
VIV_1945560,0,0,0,0,0,0
VIV_1945561,0,0,0,0,0,0
VIV_1945562,0,0,0,0,0,0
VIV_1949201,1,0,0,0,0,0
VIV_194965,1,1,1,1,1,1
VIV_1954184,1,0,0,0,0,0
VIV_1954248,1,1,1,1,1,1
VIV_1955137,1,1,1,1,0,0
VIV_1955153,1,1,0,0,0,0
VIV_1955163,1,1,0,0,0,0
VIV_1955172,1,0,0,0,0,0
VIV_1955175,0,0,0,0,0,0
VIV_1955196,1,1,0,0,0,0
VIV_1955197,0,0,0,0,0,0
VIV_1955198,0,0,0,0,0,0
VIV_1955199,0,0,0,0,0,0
VIV_1955493,0,0,0,0,0,0
VIV_1958777,1,1,0,0,0,0
VIV_1958785,1,1,0,0,0,0
VIV_1958786,1,1,0,0,0,0
VIV_1959842,1,1,0,0,0,0
VIV_1959843,1,1,0,0,0,0
VIV_1959844,1,1,0,0,0,0
VIV_1959845,1,1,0,0,0,0
VIV_1959848,1,1,0,0,0,0
VIV_1959930,1,1,0,0,0,0
VIV_1960046,1,1,1,1,1,1
VIV_1961072,1,1,0,0,0,0
VIV_1961155,1,1,1,0,0,0
VIV_1961162,1,1,0,0,0,0
VIV_1961665,1,1,0,0,0,0
VIV_1961666,1,1,0,0,0,0
VIV_1962501,0,0,0,0,0,0
VIV_1963247,0,0,0,0,0,0
VIV_1963254,1,0,0,0,0,0
VIV_1964370,1,0,0,0,0,0
VIV_1964372,1,1,1,0,0,0
VIV_1964806,1,1,0,0,0,0
VIV_1965018,1,1,1,1,1,1
VIV_1965063,1,1,1,0,0,0
VIV_1965064,1,1,0,0,0,0
VIV_1965067,1,1,0,0,0,0
VIV_1965068,1,1,1,0,0,0
VIV_1965238,0,0,0,0,0,0
VIV_1965344,1,1,1,1,1,1
VIV_1966007,1,1,1,0,0,0
VIV_1968861,1,1,0,0,0,0
VIV_1969351,0,0,0,0,0,0
VIV_1969397,0,0,0,0,0,0
VIV_1969400,0,0,0,0,0,0
VIV_1969830,0,0,0,0,0,0
VIV_1972565,0,0,0,0,0,0
VIV_1972566,0,0,0,0,0,0
VIV_1972567,1,1,1,1,1,1
VIV_1972568,1,1,1,1,1,1
VIV_1972569,0,0,0,0,0,0
VIV_1972570,0,0,0,0,0,0
VIV_1972612,1,0,0,0,0,0
VIV_1972623,1,1,0,0,0,0
VIV_1972626,0,0,0,0,0,0
VIV_1972683,0,0,0,0,0,0
VIV_1972684,0,0,0,0,0,0
VIV_1972685,0,0,0,0,0,0
VIV_1972687,0,0,0,0,0,0
VIV_1972700,0,0,0,0,0,0
VIV_1974422,0,0,0,0,0,0
VIV_1974423,0,0,0,0,0,0
VIV_1977075,0,0,0,0,0,0
VIV_197771,1,0,0,0,0,0
VIV_1978536,1,1,0,0,0,0
VIV_1978920,1,1,0,0,0,0
VIV_1979755,0,0,0,0,0,0
VIV_1980456,1,1,1,1,1,1
VIV_1980458,1,1,0,0,0,0
VIV_1980459,1,1,1,1,1,1
VIV_1980463,1,1,0,0,0,0
VIV_1980464,1,1,0,0,0,0
VIV_1980467,1,1,1,1,1,1
VIV_1980471,1,1,1,1,1,1
VIV_1980475,1,1,0,0,0,0
VIV_1980481,1,1,0,0,0,0
VIV_1980485,1,1,1,1,1,1
VIV_1980486,1,1,1,1,1,1
VIV_1980489,1,1,1,1,1,1
VIV_1980490,1,1,1,1,1,1
VIV_1980491,1,1,1,1,1,1
VIV_1980493,1,1,1,1,1,1
VIV_1980494,1,1,1,1,1,1
VIV_1980519,1,1,1,1,1,1
VIV_1980527,1,1,1,1,1,1
VIV_1980529,1,1,1,1,1,1
VIV_1980539,0,0,0,0,0,0
VIV_1980540,0,0,0,0,0,0
VIV_1980609,0,0,0,0,0,0
VIV_1980610,0,0,0,0,0,0
VIV_1980612,0,0,0,0,0,0
VIV_1980633,1,1,0,0,0,0
VIV_1980915,1,0,0,0,0,0
VIV_198112,0,0,0,0,0,0
VIV_1981916,1,0,0,0,0,0
VIV_1982742,1,1,1,1,1,1
VIV_1983535,0,0,0,0,0,0
VIV_1983561,0,0,0,0,0,0
VIV_1983562,0,0,0,0,0,0
VIV_1983563,0,0,0,0,0,0
VIV_1983564,0,0,0,0,0,0
VIV_1983569,0,0,0,0,0,0
VIV_1983570,0,0,0,0,0,0
VIV_1983771,1,1,1,1,1,1
VIV_1983777,1,0,0,0,0,0
VIV_198503,1,1,1,1,1,1
VIV_1985359,1,1,0,0,0,0
VIV_1985360,1,1,0,0,0,0
VIV_1985362,1,1,0,0,0,0
VIV_1985364,1,1,0,0,0,0
VIV_1985371,1,1,0,0,0,0
VIV_1985380,1,1,0,0,0,0
VIV_1985381,1,0,0,0,0,0
VIV_1985382,1,0,0,0,0,0
VIV_1985383,1,0,0,0,0,0
VIV_1985385,1,1,0,0,0,0
VIV_1985386,1,0,0,0,0,0
VIV_1985387,1,1,0,0,0,0
VIV_1985390,0,0,0,0,0,0
VIV_1985391,0,0,0,0,0,0
VIV_1985397,1,1,0,0,0,0
VIV_1985398,1,1,0,0,0,0
VIV_1985399,1,1,0,0,0,0
VIV_1985400,1,1,0,0,0,0
VIV_1985401,1,1,0,0,0,0
VIV_1985402,1,1,0,0,0,0
VIV_1985403,1,1,0,0,0,0
VIV_1985404,1,1,0,0,0,0
VIV_1985415,1,1,1,1,1,1
VIV_1985699,0,0,0,0,0,0
VIV_1986118,1,0,0,0,0,0
VIV_1986290,0,0,0,0,0,0
VIV_1986291,0,0,0,0,0,0
VIV_1986477,0,0,0,0,0,0
VIV_1986478,0,0,0,0,0,0
VIV_1986479,0,0,0,0,0,0
VIV_1986505,1,1,0,0,0,0
VIV_1986506,1,1,0,0,0,0
VIV_1986950,0,0,0,0,0,0
VIV_1987021,1,1,1,1,1,1
VIV_1987139,1,1,0,0,0,0
VIV_1987140,1,1,0,0,0,0
VIV_1987141,1,1,0,0,0,0
VIV_1987142,1,1,0,0,0,0
VIV_1987143,1,1,0,0,0,0
VIV_1987144,1,1,0,0,0,0
VIV_1987145,1,1,0,0,0,0
VIV_1987479,0,0,0,0,0,0
VIV_1987509,1,0,0,0,0,0
VIV_1987722,1,0,0,0,0,0
VIV_1987731,1,1,0,0,0,0
VIV_1987732,1,1,0,0,0,0
VIV_1987733,1,1,0,0,0,0
VIV_1987734,1,1,0,0,0,0
VIV_1987736,1,1,0,0,0,0
VIV_1987738,1,1,0,0,0,0
VIV_198833,1,1,1,1,1,1
VIV_2003310,1,1,0,0,0,0
VIV_2003311,1,1,0,0,0,0
VIV_2003312,1,1,0,0,0,0
VIV_2003313,1,1,0,0,0,0
VIV_2003500,1,1,0,0,0,0
VIV_2003501,1,1,0,0,0,0
VIV_2003650,1,1,1,1,1,1
VIV_2003651,1,1,1,1,1,1
VIV_2003652,1,1,1,1,1,1
VIV_200401,1,0,0,0,0,0
VIV_200402,1,1,1,1,1,1
VIV_200403,0,0,0,0,0,0
VIV_200404,1,1,1,1,1,1
VIV_2004965,1,1,0,0,0,0
VIV_2004966,1,1,0,0,0,0
VIV_2005322,0,0,0,0,0,0
VIV_2005444,0,0,0,0,0,0
VIV_2006072,1,1,1,0,0,0
VIV_2006073,1,1,1,0,0,0
VIV_2006074,1,1,1,0,0,0
VIV_2006394,0,0,0,0,0,0
VIV_2006585,1,0,0,0,0,0
VIV_2006642,1,0,0,0,0,0
VIV_2006690,1,0,0,0,0,0
VIV_2008762,1,1,1,1,1,1
VIV_2008765,1,1,0,0,0,0
VIV_2008768,1,1,0,0,0,0
VIV_2008769,1,1,0,0,0,0
VIV_2008770,1,1,0,0,0,0
VIV_2008771,1,1,0,0,0,0
VIV_2008772,1,1,0,0,0,0
VIV_2008773,1,1,0,0,0,0
VIV_2010246,1,1,0,0,0,0
VIV_2010248,1,1,1,0,0,0
VIV_2010265,0,0,0,0,0,0
VIV_2010266,0,0,0,0,0,0
VIV_2010268,0,0,0,0,0,0
VIV_2010269,0,0,0,0,0,0
VIV_2010272,0,0,0,0,0,0
VIV_2010273,0,0,0,0,0,0
VIV_2010274,0,0,0,0,0,0
VIV_2010275,1,0,0,0,0,0
VIV_2010276,0,0,0,0,0,0
VIV_2010277,0,0,0,0,0,0
VIV_2010278,0,0,0,0,0,0
VIV_2010279,0,0,0,0,0,0
VIV_2010960,1,1,0,0,0,0
VIV_2012619,1,1,0,0,0,0
VIV_2012640,1,1,0,0,0,0
VIV_2012676,1,1,0,0,0,0
VIV_2012677,1,1,0,0,0,0
VIV_2013564,1,1,0,0,0,0
VIV_2014339,0,0,0,0,0,0
VIV_2014603,1,1,0,0,0,0
VIV_2014604,1,1,0,0,0,0
VIV_201490,1,1,0,0,0,0
VIV_2014931,0,0,0,0,0,0
VIV_2014960,1,1,0,0,0,0
VIV_2015376,1,1,0,0,0,0
VIV_2016400,1,0,0,0,0,0
VIV_2016401,1,0,0,0,0,0
VIV_2016402,1,0,0,0,0,0
VIV_2016448,1,1,0,0,0,0
VIV_2016453,1,1,0,0,0,0
VIV_2016454,1,1,0,0,0,0
VIV_2016455,1,1,0,0,0,0
VIV_2016456,1,1,0,0,0,0
VIV_2016457,1,1,0,0,0,0
VIV_2016458,1,1,0,0,0,0
VIV_2016459,1,1,0,0,0,0
VIV_2016460,1,1,0,0,0,0
VIV_2016461,1,1,0,0,0,0
VIV_2016463,1,1,0,0,0,0
VIV_2016467,1,1,0,0,0,0
VIV_2016468,1,1,0,0,0,0
VIV_2017081,1,1,1,1,1,1
VIV_2017082,1,1,1,1,1,1
VIV_2017083,1,1,1,1,1,1
VIV_2017710,1,1,0,0,0,0
VIV_2017711,1,1,0,0,0,0
VIV_2017712,1,1,0,0,0,0
VIV_2017714,1,1,0,0,0,0
VIV_2017724,1,1,0,0,0,0
VIV_2018471,0,0,0,0,0,0
VIV_2018500,0,0,0,0,0,0
VIV_2018501,0,0,0,0,0,0
VIV_2018502,0,0,0,0,0,0
VIV_2018685,1,0,0,0,0,0
VIV_2021721,0,0,0,0,0,0
VIV_2021738,1,1,1,1,1,1
VIV_2022783,1,1,0,0,0,0
VIV_2025338,1,1,0,0,0,0
VIV_2025339,1,1,0,0,0,0
VIV_2025359,1,1,0,0,0,0
VIV_2025360,1,1,1,1,1,1
VIV_2025477,0,0,0,0,0,0
VIV_2025478,0,0,0,0,0,0
VIV_2025479,0,0,0,0,0,0
VIV_2025595,0,0,0,0,0,0
VIV_2026129,1,1,0,0,0,0
VIV_2026601,0,0,0,0,0,0
VIV_2026840,1,0,0,0,0,0
VIV_2027354,0,0,0,0,0,0
VIV_202812,1,1,1,1,1,1
VIV_202813,1,1,1,1,1,1
VIV_202910,1,1,0,0,0,0
VIV_2029293,1,1,0,0,0,0
VIV_2029303,1,1,0,0,0,0
VIV_2029304,1,1,0,0,0,0
VIV_2029305,1,1,0,0,0,0
VIV_2029306,1,1,0,0,0,0
VIV_2029771,1,0,0,0,0,0
VIV_2034330,0,0,0,0,0,0
VIV_2034827,1,1,0,0,0,0
VIV_2035399,1,1,0,0,0,0
VIV_2035708,0,0,0,0,0,0
VIV_2035845,1,1,1,1,0,0
VIV_2035998,1,1,0,0,0,0
VIV_2035999,1,1,0,0,0,0
VIV_2038728,1,1,1,1,1,1
VIV_2039230,1,1,0,0,0,0
VIV_2039267,1,1,0,0,0,0
VIV_2039780,0,0,0,0,0,0
VIV_2040592,0,0,0,0,0,0
VIV_2041149,1,1,0,0,0,0
VIV_2041417,1,0,0,0,0,0
VIV_2041419,1,0,0,0,0,0
VIV_2042482,1,1,0,0,0,0
VIV_204269,1,1,1,1,1,1
VIV_204440,0,0,0,0,0,0
VIV_204507,0,0,0,0,0,0
VIV_2045186,0,0,0,0,0,0
VIV_204711,1,1,1,1,1,1
VIV_204873,1,0,0,0,0,0
VIV_2049444,1,1,1,1,1,1
VIV_204987,1,0,0,0,0,0
VIV_2049933,1,1,0,0,0,0
VIV_2050018,1,1,0,0,0,0
VIV_2050019,1,1,0,0,0,0
VIV_2050020,1,1,0,0,0,0
VIV_2050037,1,1,0,0,0,0
VIV_2050038,0,0,0,0,0,0
VIV_2050578,1,1,1,1,1,1
VIV_2050585,1,1,0,0,0,0
VIV_2050586,1,1,0,0,0,0
VIV_2050587,1,1,0,0,0,0
VIV_2050971,1,0,0,0,0,0
VIV_2052651,1,1,0,0,0,0
VIV_2053079,1,1,0,0,0,0
VIV_2053080,1,1,0,0,0,0
VIV_2053082,1,1,0,0,0,0
VIV_2053981,0,0,0,0,0,0
VIV_2054179,1,1,0,0,0,0
VIV_2054610,1,1,0,0,0,0
VIV_2054611,1,1,0,0,0,0
VIV_2054613,1,1,0,0,0,0
VIV_2054614,1,1,0,0,0,0
VIV_2054615,1,1,0,0,0,0
VIV_2054619,1,1,0,0,0,0
VIV_2054920,0,0,0,0,0,0
VIV_2055263,1,1,1,1,1,1
VIV_2056384,0,0,0,0,0,0
VIV_2056385,0,0,0,0,0,0
VIV_2057187,0,0,0,0,0,0
VIV_2057509,1,1,1,1,1,1
VIV_2057931,1,1,1,1,1,1
VIV_2058161,1,0,0,0,0,0
VIV_205895,0,0,0,0,0,0
VIV_205899,0,0,0,0,0,0
VIV_205908,0,0,0,0,0,0
VIV_2059312,1,1,0,0,0,0
VIV_2059380,1,0,0,0,0,0
VIV_2060479,1,1,0,0,0,0
VIV_206160,1,1,1,1,1,1
VIV_206161,0,0,0,0,0,0
VIV_206376,0,0,0,0,0,0
